Text3,Text1,Text,Field,Hempfield_Area_HS_8,Text2
2/3/2024,Dance: IAD,Fast Forward,GE 10/10,"13.800 1
st",
2/3/2024,Dance: IAD,Fast Forward,GE 10/10,"13.400 1
st",
2/3/2024,Dance: IAD,Fast Forward,Total,,73.380
2/3/2024,Dance: IOD,Co-Motion,MV10-10-DANCE,"27.200 1
st",
2/3/2024,Dance: IOD,Co-Motion,DES 10/10,"13.400 1
st",
2/3/2024,Dance: IOD,Co-Motion,GE 10/10,"13.400 1
st",
2/3/2024,Dance: IOD,Co-Motion,GE 10/10,"13.000 1
st",
2/3/2024,Dance: IOD,Co-Motion,Total,,67.000
2/3/2024,Guard: SRG,McKeesport Area HS,EQ70-130,"14.610 1
st",
2/3/2024,Guard: SRG,McKeesport Area HS,MV70-130,"14.880 1
st",
2/3/2024,Guard: SRG,McKeesport Area HS,DES 70/130,"13.010 1
st",
2/3/2024,Guard: SRG,McKeesport Area HS,GE 70/130,"12.810 1
st",
2/3/2024,Guard: SRG,McKeesport Area HS,GE 70/130,"12.410 1
st",
2/3/2024,Guard: SRG,McKeesport Area HS,Total,,67.720
2/3/2024,Guard: SNG,Connellsville HS,EQ70-130,"10.740 4
th",
2/3/2024,Guard: SNG,Connellsville HS,MV70-130,"10.010 3
rd",
2/3/2024,Guard: SNG,Connellsville HS,DES 70/130,"10.080 4
th",
2/3/2024,Guard: SNG,Connellsville HS,GE 70/130,"10.210 4
th",
2/3/2024,Guard: SNG,Connellsville HS,GE 70/130,"9.950 4
th",
2/3/2024,Guard: SNG,Connellsville HS,Total,,50.990
2/3/2024,,,,,
2/10/2024,Marching Percussion: SRP,Ringgold HS,VIS-PERC,"10.000 1
st",
2/10/2024,Marching Percussion: SRP,Ringgold HS,VE-PERC,"12.400 1
st",
2/10/2024,Marching Percussion: SRP,Ringgold HS,MUS-PERC,"13.900 1
st",
2/10/2024,Marching Percussion: SRP,Ringgold HS,ME-PERC,"18.750 1
st",
2/10/2024,Marching Percussion: SRP,Ringgold HS,Total,,55.050
2/10/2024,Dance: ICD,Exquisite Cadets,CAD D,"Silver 1
st",
2/10/2024,Dance: ICD,Exquisite Cadets,CAD D,"Silver 1
st",
2/10/2024,Dance: ICD,Exquisite Cadets,Total,,Silver
2/10/2024,Dance: IRD,Fast Forward,MV70-130-DANCE,"33.080 1
st",
2/10/2024,Dance: IRD,Fast Forward,DES 70/130,"12.950 1
st",
2/10/2024,Dance: IRD,Fast Forward,GE 70/130,"13.550 1
st",
2/10/2024,Dance: IRD,Fast Forward,GE 70/130,"13.550 1
st",
2/10/2024,Dance: IRD,Fast Forward,Total,,73.130
2/10/2024,Dance: IAD,Fast Forward,MV70-130-DANCE,"33.620 1
st",
2/10/2024,Dance: IAD,Fast Forward,DES 10/10,"14.500 1
st",
2/10/2024,Dance: IAD,Fast Forward,GE 10/10,"14.400 1
st",
2/10/2024,Dance: IAD,Fast Forward,GE 10/10,"14.400 1
st",
2/10/2024,Dance: IAD,Fast Forward,Total,,76.920
2/10/2024,Dance: IOD,Co-Motion,MV10-10-DANCE,"28.600 1
st",
2/10/2024,Dance: IOD,Co-Motion,DES 10/10,"13.600 1
st",
2/10/2024,Dance: IOD,Co-Motion,GE 10/10,"13.700 1
st",
2/10/2024,Dance: IOD,Co-Motion,GE 10/10,"13.700 1
st",
2/10/2024,Dance: IOD,Co-Motion,Total,,69.600
2/10/2024,Twirlers: IRT,Fast Forward,EQ70-130,"15.590 1
st",
2/10/2024,Twirlers: IRT,Fast Forward,MV70-130,"15.410 1
st",
2/10/2024,Twirlers: IRT,Fast Forward,DES 70/130,"12.950 1
st",
2/10/2024,Twirlers: IRT,Fast Forward,GE 70/130,"13.210 1
st",
2/10/2024,Twirlers: IRT,Fast Forward,GE 70/130,"13.210 1
st",
2/10/2024,Twirlers: IRT,Fast Forward,Total,,70.370
2/10/2024,Twirlers: IAT,Fast Forward,EQ70-130,"14.790 1
st",
2/10/2024,Twirlers: IAT,Fast Forward,MV70-130,"15.020 1
st",
2/10/2024,Twirlers: IAT,Fast Forward,DES 10/10,"13.000 1
st",
2/10/2024,Twirlers: IAT,Fast Forward,GE 10/10,"13.700 1
st",
2/10/2024,Twirlers: IAT,Fast Forward,GE 10/10,"13.700 1
st",
2/10/2024,Twirlers: IAT,Fast Forward,Total,,70.210
2/10/2024,Guard: IWG,Andromeda X,EQ10-10,"8.000 1
st",
2/10/2024,Guard: IWG,Andromeda X,MV10-10,"8.000 1
st",
2/10/2024,Guard: IWG,Andromeda X,DES 10/10,"8.100 1
st",
2/10/2024,Guard: IWG,Andromeda X,GE 10/10,"8.000 1
st",
2/10/2024,Guard: IWG,Andromeda X,GE 10/10,"8.000 1
st",
2/10/2024,Guard: IWG,Andromeda X,Total,,40.100
2/10/2024,Guard: SNG,Hempfield Area HS (8),EQ70-130,"17.140 1
st",
2/10/2024,Guard: SNG,Hempfield Area HS (8),MV70-130,"14.080 1
st",
2/10/2024,Guard: SNG,Hempfield Area HS (8),DES 70/130,"11.080 1
st",
2/10/2024,Guard: SNG,Hempfield Area HS (8),GE 70/130,"12.670 1
st",
2/10/2024,Guard: SNG,Hempfield Area HS (8),GE 70/130,"12.670 1
st",
2/10/2024,Guard: SNG,Hempfield Area HS (8),Total,,67.640
2/10/2024,,,,,
2/10/2024,Stationary Percussion: SAS,New Providence HS (G),MUS-SPERC,"34.400 1
st",
2/10/2024,Stationary Percussion: SAS,New Providence HS (G),ART-SPERC,"32.300 1
st",
2/10/2024,Stationary Percussion: SAS,New Providence HS (G),Total,,66.700
2/10/2024,Stationary Percussion: SOS,Triton Regional HS,MUS-SPERC,"31.200 2
nd",
2/10/2024,Stationary Percussion: SOS,Triton Regional HS,ART-SPERC,"30.300 2
nd",
2/10/2024,Stationary Percussion: SOS,Triton Regional HS,Total,,61.500
2/10/2024,Marching Percussion: SRP,Caesar Rodney HS,VIS-PERC,"12.000 2
nd",
2/10/2024,Marching Percussion: SRP,Caesar Rodney HS,VE-PERC,"13.300 1
st",
2/10/2024,Marching Percussion: SRP,Caesar Rodney HS,MUS-PERC,"22.900 1
st",
2/10/2024,Marching Percussion: SRP,Caesar Rodney HS,ME-PERC,"23.550 1
st",
2/10/2024,Marching Percussion: SRP,Caesar Rodney HS,Total,,71.750
2/10/2024,Marching Percussion: SAP,Highland Regional HS,VIS-PERC,"11.900 3
rd",
2/10/2024,Marching Percussion: SAP,Highland Regional HS,VE-PERC,"13.100 1
st",
2/10/2024,Marching Percussion: SAP,Highland Regional HS,MUS-PERC,"22.300 1
st",
2/10/2024,Marching Percussion: SAP,Highland Regional HS,ME-PERC,"21.900 1
st",
2/10/2024,Marching Percussion: SAP,Highland Regional HS,Total,,69.200
2/10/2024,Marching Percussion: SNP,New Brunswick HS,VIS-PERC,"8.000 1
st",
2/10/2024,Marching Percussion: SNP,New Brunswick HS,VE-PERC,"8.000 1
st",
2/10/2024,Marching Percussion: SNP,New Brunswick HS,MUS-PERC,"19.700 1
st",
2/10/2024,Marching Percussion: SNP,New Brunswick HS,ME-PERC,"14.250 1
st",
2/10/2024,Marching Percussion: SNP,New Brunswick HS,Total,,49.950
2/10/2024,Dance: SAD,William Penn HS,MV70-130-DANCE,"19.760 1
st",
2/10/2024,Dance: SAD,William Penn HS,DES 10/10,"9.700 1
st",
2/10/2024,Dance: SAD,William Penn HS,GE 10/10,"11.200 1
st",
2/10/2024,Dance: SAD,William Penn HS,GE 10/10,"10.500 1
st",
2/10/2024,Dance: SAD,William Penn HS,Total,,51.160
2/10/2024,Guard: IRG,True Colors,EQ70-130,"10.480 1
st",
2/10/2024,Guard: IRG,True Colors,MV70-130,"10.610 1
st",
2/10/2024,Guard: IRG,True Colors,DES 70/130,"11.150 1
st",
2/10/2024,Guard: IRG,True Colors,GE 70/130,"10.880 1
st",
2/10/2024,Guard: IRG,True Colors,GE 70/130,"10.550 1
st",
2/10/2024,Guard: IRG,True Colors,Total,,53.670
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,EQ70-130,"12.690 2
nd",
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,MV70-130,"11.560 4
th",
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,DES 70/130,"12.680 4
th",
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,GE 70/130,"13.080 4
th",
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,GE 70/130,"12.350 4
th",
2/10/2024,Guard: SRG,Hunterdon Central Regional HS,Total,,62.360
2/10/2024,Guard: SAG,Perkiomen Valley HS,EQ70-130,"13.140 1
st",
2/10/2024,Guard: SAG,Perkiomen Valley HS,MV70-130,"11.680 1
st",
2/10/2024,Guard: SAG,Perkiomen Valley HS,DES 10/10,"12.100 1
st",
2/10/2024,Guard: SAG,Perkiomen Valley HS,GE 10/10,"13.300 1
st",
2/10/2024,Guard: SAG,Perkiomen Valley HS,GE 10/10,"13.600 1
st",
2/10/2024,Guard: SAG,Perkiomen Valley HS,Total,,63.820
2/10/2024,Guard: SNG,Williamstown HS,EQ70-130,"10.540 4
th",
2/10/2024,Guard: SNG,Williamstown HS,MV70-130,"11.090 3
rd",
2/10/2024,Guard: SNG,Williamstown HS,DES 70/130,"9.350 4
th",
2/10/2024,Guard: SNG,Williamstown HS,GE 70/130,"9.350 4
th",
2/10/2024,Guard: SNG,Williamstown HS,GE 70/130,"9.550 4
th",
2/10/2024,Guard: SNG,Williamstown HS,Total,,49.880
2/10/2024,,,,,
2/10/2024,Stationary Percussion: SAS,Conrad Weiser HS,MUS-SPERC,"35.000 1
st",
2/10/2024,Stationary Percussion: SAS,Conrad Weiser HS,ART-SPERC,"33.800 1
st",
2/10/2024,Stationary Percussion: SAS,Conrad Weiser HS,Total,,68.800
2/10/2024,Marching Percussion: SNP,Hazleton HS,VIS-PERC,"9.700 1
st",
2/10/2024,Marching Percussion: SNP,Hazleton HS,VE-PERC,"8.900 1
st",
2/10/2024,Marching Percussion: SNP,Hazleton HS,MUS-PERC,"13.300 1
st",
2/10/2024,Marching Percussion: SNP,Hazleton HS,ME-PERC,"14.250 1
st",
2/10/2024,Marching Percussion: SNP,Hazleton HS,Total,,46.150
2/10/2024,Guard: SMG,Northern York MS,EQ70-130,"13.140 1
st",
2/10/2024,Guard: SMG,Northern York MS,MV70-130,"12.610 1
st",
2/10/2024,Guard: SMG,Northern York MS,DES 70/130,"10.610 1
st",
2/10/2024,Guard: SMG,Northern York MS,GE 70/130,"10.960 1
st",
2/10/2024,Guard: SMG,Northern York MS,GE 70/130,"11.760 1
st",
2/10/2024,Guard: SMG,Northern York MS,Total,,59.080
2/10/2024,Guard: SNG,Hazleton Area HS,EQ70-130,"9.130 4
th",
2/10/2024,Guard: SNG,Hazleton Area HS,MV70-130,"10.810 3
rd",
2/10/2024,Guard: SNG,Hazleton Area HS,DES 70/130,"10.140 3
rd",
2/10/2024,Guard: SNG,Hazleton Area HS,GE 70/130,"9.610 5
th",
2/10/2024,Guard: SNG,Hazleton Area HS,GE 70/130,"11.190 6
th",
2/10/2024,Guard: SNG,Hazleton Area HS,Total,,50.880
2/10/2024,Guard: SRG,Hershey HS,EQ70-130,"12.600 2
nd",
2/10/2024,Guard: SRG,Hershey HS,MV70-130,"13.010 1
st",
2/10/2024,Guard: SRG,Hershey HS,DES 70/130,"12.810 1
st",
2/10/2024,Guard: SRG,Hershey HS,GE 70/130,"12.750 2
nd",
2/10/2024,Guard: SRG,Hershey HS,GE 70/130,"13.010 1
st",
2/10/2024,Guard: SRG,Hershey HS,Total,,64.180
2/10/2024,Guard: IRG,Moxie Guard,EQ70-130,"11.870 1
st",
2/10/2024,Guard: IRG,Moxie Guard,MV70-130,"12.680 1
st",
2/10/2024,Guard: IRG,Moxie Guard,DES 70/130,"12.940 1
st",
2/10/2024,Guard: IRG,Moxie Guard,GE 70/130,"12.680 1
st",
2/10/2024,Guard: IRG,Moxie Guard,GE 70/130,"13.070 1
st",
2/10/2024,Guard: IRG,Moxie Guard,Total,,63.240
2/10/2024,Guard: SAG,Northern York HS,EQ70-130,"11.820 1
st",
2/10/2024,Guard: SAG,Northern York HS,MV70-130,"12.030 2
nd",
2/10/2024,Guard: SAG,Northern York HS,DES 10/10,"12.000 2
nd",
2/10/2024,Guard: SAG,Northern York HS,GE 10/10,"12.400 1
st",
2/10/2024,Guard: SAG,Northern York HS,GE 10/10,"12.900 1
st",
2/10/2024,Guard: SAG,Northern York HS,Total,,61.150
2/10/2024,Guard: IAG,Polaris,EQ70-130,"12.070 1
st",
2/10/2024,Guard: IAG,Polaris,MV70-130,"13.750 1
st",
2/10/2024,Guard: IAG,Polaris,DES 10/10,"13.700 1
st",
2/10/2024,Guard: IAG,Polaris,GE 10/10,"13.000 1
st",
2/10/2024,Guard: IAG,Polaris,GE 10/10,"13.900 1
st",
2/10/2024,Guard: IAG,Polaris,Total,,66.420
2/10/2024,Guard: IWG,Small Steps Big Dreams,EQ10-10,"8.000 1
st",
2/10/2024,Guard: IWG,Small Steps Big Dreams,MV10-10,"8.000 1
st",
2/10/2024,Guard: IWG,Small Steps Big Dreams,DES 10/10,"8.000 1
st",
2/10/2024,Guard: IWG,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Guard: IWG,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Guard: IWG,Small Steps Big Dreams,Total,,40.000
2/10/2024,Dance: SCD,Kutztown ES,CAD D,"Silver 1
st",
2/10/2024,Dance: SCD,Kutztown ES,CAD D,"Silver 1
st",
2/10/2024,Dance: SCD,Kutztown ES,Total,,Silver
2/10/2024,Dance: SMD,Kutztown MS,MV70-130-DANCE,"26.160 1
st",
2/10/2024,Dance: SMD,Kutztown MS,DES 70/130,"11.880 1
st",
2/10/2024,Dance: SMD,Kutztown MS,GE 70/130,"10.750 1
st",
2/10/2024,Dance: SMD,Kutztown MS,GE 70/130,"11.670 1
st",
2/10/2024,Dance: SMD,Kutztown MS,Total,,60.460
2/10/2024,Dance: IJD,Emerge,MV70-130-DANCE,32.960,
2/10/2024,Dance: IJD,Emerge,DES 70/130,14.210,
2/10/2024,Dance: IJD,Emerge,GE 70/130,15.470,
2/10/2024,Dance: IJD,Emerge,GE 70/130,14.870,
2/10/2024,Dance: IJD,Emerge,Total,,77.510
2/10/2024,Dance: SAD,Northern York HS,MV70-130-DANCE,"21.500 2
nd",
2/10/2024,Dance: SAD,Northern York HS,DES 10/10,"13.700 2
nd",
2/10/2024,Dance: SAD,Northern York HS,GE 10/10,"13.700 1
st",
2/10/2024,Dance: SAD,Northern York HS,GE 10/10,"13.400 1
st",
2/10/2024,Dance: SAD,Northern York HS,Total,,62.300
2/10/2024,Dance: IWD,Small Steps Big Dreams,MV10-10-DANCE,"16.000 2
nd",
2/10/2024,Dance: IWD,Small Steps Big Dreams,DES 10/10,"8.000 1
st",
2/10/2024,Dance: IWD,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Dance: IWD,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Dance: IWD,Small Steps Big Dreams,Total,,40.000
2/10/2024,Twirlers: SCT,Kutztown ES,CAD,"Bronze 1
st",
2/10/2024,Twirlers: SCT,Kutztown ES,CAD,"Bronze 1
st",
2/10/2024,Twirlers: SCT,Kutztown ES,CAD,"Bronze 1
st",
2/10/2024,Twirlers: SCT,Kutztown ES,Total,,Bronze
2/10/2024,Twirlers: SMT,Kutztown MS,EQ70-130,"9.940 2
nd",
2/10/2024,Twirlers: SMT,Kutztown MS,MV70-130,"10.350 2
nd",
2/10/2024,Twirlers: SMT,Kutztown MS,DES 70/130,"9.680 2
nd",
2/10/2024,Twirlers: SMT,Kutztown MS,GE 70/130,"9.420 2
nd",
2/10/2024,Twirlers: SMT,Kutztown MS,GE 70/130,"10.280 2
nd",
2/10/2024,Twirlers: SMT,Kutztown MS,Total,,49.670
2/10/2024,Twirlers: INT,Studio12,EQ70-130,"9.540 1
st",
2/10/2024,Twirlers: INT,Studio12,MV70-130,"9.220 1
st",
2/10/2024,Twirlers: INT,Studio12,DES 70/130,"9.480 1
st",
2/10/2024,Twirlers: INT,Studio12,GE 70/130,"9.750 1
st",
2/10/2024,Twirlers: INT,Studio12,GE 70/130,"11.150 1
st",
2/10/2024,Twirlers: INT,Studio12,Total,,49.140
2/10/2024,Twirlers: IRT,Boyertown Legionettes,EQ70-130,"12.540 1
st",
2/10/2024,Twirlers: IRT,Boyertown Legionettes,MV70-130,"11.620 1
st",
2/10/2024,Twirlers: IRT,Boyertown Legionettes,DES 70/130,"14.200 1
st",
2/10/2024,Twirlers: IRT,Boyertown Legionettes,GE 70/130,"12.820 1
st",
2/10/2024,Twirlers: IRT,Boyertown Legionettes,GE 70/130,"11.600 1
st",
2/10/2024,Twirlers: IRT,Boyertown Legionettes,Total,,62.780
2/10/2024,Twirlers: IAT,Impact,EQ70-130,"11.870 2
nd",
2/10/2024,Twirlers: IAT,Impact,MV70-130,"12.410 1
st",
2/10/2024,Twirlers: IAT,Impact,DES 10/10,"10.400 2
nd",
2/10/2024,Twirlers: IAT,Impact,GE 10/10,"11.300 2
nd",
2/10/2024,Twirlers: IAT,Impact,GE 10/10,"11.100 1
st",
2/10/2024,Twirlers: IAT,Impact,Total,,57.080
2/10/2024,Twirlers: SAT,Kutztown HS,EQ70-130,"11.810 1
st",
2/10/2024,Twirlers: SAT,Kutztown HS,MV70-130,"10.680 1
st",
2/10/2024,Twirlers: SAT,Kutztown HS,DES 10/10,"10.500 1
st",
2/10/2024,Twirlers: SAT,Kutztown HS,GE 10/10,"10.800 1
st",
2/10/2024,Twirlers: SAT,Kutztown HS,GE 10/10,"10.800 1
st",
2/10/2024,Twirlers: SAT,Kutztown HS,Total,,54.590
2/10/2024,Twirlers: IST,Revolution,EQ70-130,"11.820 1
st",
2/10/2024,Twirlers: IST,Revolution,MV70-130,"11.880 1
st",
2/10/2024,Twirlers: IST,Revolution,DES 10/10,"12.600 1
st",
2/10/2024,Twirlers: IST,Revolution,GE 10/10,"11.000 1
st",
2/10/2024,Twirlers: IST,Revolution,GE 10/10,"11.800 1
st",
2/10/2024,Twirlers: IST,Revolution,Total,,59.100
2/10/2024,Twirlers: IOT,Emerge,EQ10-10,--,
2/10/2024,Twirlers: IOT,Emerge,MV10-10,--,
2/10/2024,Twirlers: IOT,Emerge,DES 10/10,--,
2/10/2024,Twirlers: IOT,Emerge,GE 10/10,--,
2/10/2024,Twirlers: IOT,Emerge,GE 10/10,--,
2/10/2024,Twirlers: IOT,Emerge,Total,,--
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,EQ10-10,"8.000 1
st",
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,MV10-10,"8.000 1
st",
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,DES 10/10,"8.000 1
st",
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,GE 10/10,"8.000 1
st",
2/10/2024,Twirlers: IWT,Small Steps Big Dreams,Total,,40.000
2/10/2024,Dance: IOD,Emerge,Total,,--
2/10/2024,,,,,
2/10/2024,Marching Percussion: SNP,Cheltenham HS,VIS-PERC,"10.000 1
st",
2/10/2024,Marching Percussion: SNP,Cheltenham HS,VE-PERC,"10.400 1
st",
2/10/2024,Marching Percussion: SNP,Cheltenham HS,MUS-PERC,"21.400 1
st",
2/10/2024,Marching Percussion: SNP,Cheltenham HS,ME-PERC,"13.650 1
st",
2/10/2024,Marching Percussion: SNP,Cheltenham HS,Total,,55.450
2/10/2024,Marching Percussion: SRP,Chichester HS,VIS-PERC,"12.800 1
st",
2/10/2024,Marching Percussion: SRP,Chichester HS,VE-PERC,"12.000 2
nd",
2/10/2024,Marching Percussion: SRP,Chichester HS,MUS-PERC,"19.600 2
nd",
2/10/2024,Marching Percussion: SRP,Chichester HS,ME-PERC,"16.800 1
st",
2/10/2024,Marching Percussion: SRP,Chichester HS,Total,,61.200
2/10/2024,Marching Percussion: SAP,Garnet Valley HS,VIS-PERC,"11.500 1
st",
2/10/2024,Marching Percussion: SAP,Garnet Valley HS,VE-PERC,"11.400 1
st",
2/10/2024,Marching Percussion: SAP,Garnet Valley HS,MUS-PERC,"21.600 1
st",
2/10/2024,Marching Percussion: SAP,Garnet Valley HS,ME-PERC,"18.450 1
st",
2/10/2024,Marching Percussion: SAP,Garnet Valley HS,Total,,62.950
2/10/2024,Winds: SAW,Rising Sun HS,VA-W,"15.600 1
st",
2/10/2024,Winds: SAW,Rising Sun HS,OE-W,"22.000 1
st",
2/10/2024,Winds: SAW,Rising Sun HS,MA-W,"19.950 1
st",
2/10/2024,Winds: SAW,Rising Sun HS,Total,,57.550
2/10/2024,Dance: IND,Essence Legacy Diamonds,MV70-130-DANCE,"23.240 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,DES 70/130,"11.950 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,GE 70/130,"10.680 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,GE 70/130,"12.010 1
st",
2/10/2024,Dance: IND,Essence Legacy Diamonds,Total,,57.880
2/10/2024,Guard: IJG,Synergy,EQ70-130,"12.610 1
st",
2/10/2024,Guard: IJG,Synergy,MV70-130,"12.680 1
st",
2/10/2024,Guard: IJG,Synergy,DES 70/130,"13.420 1
st",
2/10/2024,Guard: IJG,Synergy,GE 70/130,"12.680 1
st",
2/10/2024,Guard: IJG,Synergy,GE 70/130,"12.750 1
st",
2/10/2024,Guard: IJG,Synergy,Total,,64.140
2/10/2024,Guard: ING,West Inverness Ambition,EQ70-130,"14.350 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,MV70-130,"11.940 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,DES 70/130,"13.950 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,GE 70/130,"12.880 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,GE 70/130,"12.740 1
st",
2/10/2024,Guard: ING,West Inverness Ambition,Total,,65.860
2/10/2024,Guard: SNG,Chichester HS,EQ70-130,"10.940 4
th",
2/10/2024,Guard: SNG,Chichester HS,MV70-130,"11.340 2
nd",
2/10/2024,Guard: SNG,Chichester HS,DES 70/130,"10.020 4
th",
2/10/2024,Guard: SNG,Chichester HS,GE 70/130,"10.210 4
th",
2/10/2024,Guard: SNG,Chichester HS,GE 70/130,"9.950 3
rd",
2/10/2024,Guard: SNG,Chichester HS,Total,,52.460
2/10/2024,Guard: IRG,Surge,EQ70-130,"13.880 1
st",
2/10/2024,Guard: IRG,Surge,MV70-130,"14.010 1
st",
2/10/2024,Guard: IRG,Surge,DES 70/130,"13.740 1
st",
2/10/2024,Guard: IRG,Surge,GE 70/130,"12.210 1
st",
2/10/2024,Guard: IRG,Surge,GE 70/130,"13.210 1
st",
2/10/2024,Guard: IRG,Surge,Total,,67.050
2/10/2024,Guard: SRG,Cab Calloway HS,EQ70-130,"12.940 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,MV70-130,"11.150 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,DES 70/130,"12.760 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,GE 70/130,"11.750 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,GE 70/130,"12.740 1
st",
2/10/2024,Guard: SRG,Cab Calloway HS,Total,,61.340
2/10/2024,Guard: IAG,High Voltage,EQ70-130,"14.280 1
st",
2/10/2024,Guard: IAG,High Voltage,MV70-130,"11.680 1
st",
2/10/2024,Guard: IAG,High Voltage,DES 10/10,"13.700 1
st",
2/10/2024,Guard: IAG,High Voltage,GE 10/10,"12.900 1
st",
2/10/2024,Guard: IAG,High Voltage,GE 10/10,"13.300 1
st",
2/10/2024,Guard: IAG,High Voltage,Total,,65.860
2/10/2024,Guard: SAG,Radnor HS,EQ70-130,"13.010 1
st",
2/10/2024,Guard: SAG,Radnor HS,MV70-130,"10.810 1
st",
2/10/2024,Guard: SAG,Radnor HS,DES 10/10,"12.300 1
st",
2/10/2024,Guard: SAG,Radnor HS,GE 10/10,"11.800 1
st",
2/10/2024,Guard: SAG,Radnor HS,GE 10/10,"11.300 1
st",
2/10/2024,Guard: SAG,Radnor HS,Total,,59.220
2/10/2024,Guard: ISG,West Inverness Resolve,EQ70-130,"12.540 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,MV70-130,"10.800 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,DES 10/10,"11.300 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,GE 10/10,"11.500 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,GE 10/10,"10.300 1
st",
2/10/2024,Guard: ISG,West Inverness Resolve,Total,,56.440
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),EQ70-130,"13.340 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),MV70-130,"10.480 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),DES 10/10,"12.100 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),GE 10/10,"13.800 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),GE 10/10,"10.800 1
st",
2/10/2024,Guard: SUG,The Pride Winterguard of Widener University (G),Total,,60.520
2/10/2024,,,,,
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,CAD,"Bronze 1
st",
2/17/2024,Twirlers: SCT,Forest Hills ES,Total,,Bronze
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,CAD,"Silver 1
st",
2/17/2024,Twirlers: ICT,Windber Cadets,Total,,Silver
2/17/2024,Twirlers: SMT,Glendale MS,EQ70-130,"11.960 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,MV70-130,"11.410 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,DES 70/130,"11.960 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,GE 70/130,"11.880 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,GE 70/130,"12.680 1
st",
2/17/2024,Twirlers: SMT,Glendale MS,Total,,59.890
2/17/2024,Twirlers: IJT,Windber Jr,EQ70-130,"13.090 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,MV70-130,"12.480 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,DES 70/130,"12.820 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,GE 70/130,"12.610 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,GE 70/130,"14.010 1
st",
2/17/2024,Twirlers: IJT,Windber Jr,Total,,65.010
2/17/2024,Twirlers: INT,Wolf's Performing Arts,EQ70-130,"14.480 1
st",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,MV70-130,"14.020 1
st",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,DES 70/130,"11.760 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,GE 70/130,"11.810 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,GE 70/130,"12.610 2
nd",
2/17/2024,Twirlers: INT,Wolf's Performing Arts,Total,,64.680
2/17/2024,Twirlers: SNT,Forest Hills HS,EQ70-130,"9.080 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,MV70-130,"10.410 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,DES 70/130,"10.620 3
rd",
2/17/2024,Twirlers: SNT,Forest Hills HS,GE 70/130,"10.280 3
rd",
